"id","created_at","updated_at","editedrecord","review","internal_notes","created_by_id","updated_by_id","name","number","description","hastype_id","parent_id","lft","rght","tree_id","level"
527,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"1",NULL,"",1,NULL,1,14,1,0
528,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"1.1",NULL,"",1,527,6,13,1,1
529,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"1.11",NULL,"",1,528,11,12,1,2
530,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"1.12",NULL,"",1,528,9,10,1,2
531,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"1.13",NULL,"",1,528,7,8,1,2
532,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"1.2",NULL,"",1,527,2,5,1,1
533,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"1.21",NULL,"",1,532,3,4,1,2
534,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2",NULL,"",1,NULL,1,158,8,0
535,"2011-10-03 12:14:54","2011-10-03 13:55:48",0,0,"",NULL,NULL,"2.01",NULL,"",1,534,134,157,8,1
536,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.011",NULL,"",1,535,155,156,8,2
537,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.012",NULL,"",1,535,143,154,8,2
538,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.0121",NULL,"",1,537,152,153,8,3
539,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.0122",NULL,"",1,537,150,151,8,3
540,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.0123",NULL,"",1,537,146,149,8,3
541,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.01231",NULL,"",1,540,147,148,8,4
542,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.0124",NULL,"",1,537,144,145,8,3
543,"2011-10-03 12:14:54","2011-10-03 12:14:54",0,0,"",NULL,NULL,"2.013",NULL,"",1,535,139,142,8,2
544,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0131",NULL,"",1,543,140,141,8,3
545,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.014",NULL,"",1,535,135,138,8,2
546,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0141",NULL,"",1,545,136,137,8,3
547,"2011-10-03 12:14:55","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.02",NULL,"",1,534,98,133,8,1
548,"2011-10-03 12:14:55","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.0201",NULL,"",1,547,131,132,8,2
549,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.021",NULL,"",1,547,125,130,8,2
550,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0211",NULL,"",1,549,128,129,8,3
551,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0212",NULL,"",1,549,126,127,8,3
552,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.022",NULL,"",1,547,123,124,8,2
553,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.023",NULL,"",1,547,113,122,8,2
554,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0231",NULL,"",1,553,120,121,8,3
555,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0232",NULL,"",1,553,118,119,8,3
556,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0233",NULL,"",1,553,114,117,8,3
557,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.02331",NULL,"",1,556,115,116,8,4
558,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.024",NULL,"",1,547,111,112,8,2
559,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.025",NULL,"",1,547,107,110,8,2
560,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0251",NULL,"",1,559,108,109,8,3
561,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.026",NULL,"",1,547,105,106,8,2
562,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.027",NULL,"",1,547,99,104,8,2
563,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0271",NULL,"",1,562,102,103,8,3
564,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.0272",NULL,"",1,562,100,101,8,3
565,"2011-10-03 12:14:55","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.03",NULL,"",1,534,88,97,8,1
566,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.031",NULL,"",1,565,95,96,8,2
567,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.032",NULL,"",1,565,93,94,8,2
568,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.033",NULL,"",1,565,91,92,8,2
569,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.034",NULL,"",1,565,89,90,8,2
570,"2011-10-03 12:14:55","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.04",NULL,"",1,534,86,87,8,1
571,"2011-10-03 12:14:55","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.05",NULL,"",1,534,84,85,8,1
572,"2011-10-03 12:14:55","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.06",NULL,"",1,534,76,83,8,1
573,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.061",NULL,"",1,572,81,82,8,2
574,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.062",NULL,"",1,572,79,80,8,2
575,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.063",NULL,"",1,572,77,78,8,2
576,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.1",NULL,"",1,534,24,75,8,1
577,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.11",NULL,"",1,576,73,74,8,2
578,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.12",NULL,"",1,576,71,72,8,2
579,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.13",NULL,"",1,576,67,70,8,2
580,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.131",NULL,"",1,579,68,69,8,3
581,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.14",NULL,"",1,576,63,66,8,2
582,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.141",NULL,"",1,581,64,65,8,3
583,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.15",NULL,"",1,576,47,62,8,2
584,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.151",NULL,"",1,583,48,61,8,3
585,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.1511",NULL,"",1,584,59,60,8,4
586,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.1512",NULL,"",1,584,55,58,8,4
587,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.15121",NULL,"",1,586,56,57,8,5
588,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.1513",NULL,"",1,584,53,54,8,4
589,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.1514",NULL,"",1,584,51,52,8,4
590,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.1515",NULL,"",1,584,49,50,8,4
591,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.16",NULL,"",1,576,43,46,8,2
592,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.161",NULL,"",1,591,44,45,8,3
593,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.17",NULL,"",1,576,33,42,8,2
594,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.171",NULL,"",1,593,40,41,8,3
595,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.172",NULL,"",1,593,38,39,8,3
596,"2011-10-03 12:14:55","2011-10-03 12:14:55",0,0,"",NULL,NULL,"2.173",NULL,"",1,593,36,37,8,3
597,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.174",NULL,"",1,593,34,35,8,3
598,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.18",NULL,"",1,576,27,32,8,2
599,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.181",NULL,"",1,598,30,31,8,3
600,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.182",NULL,"",1,598,28,29,8,3
601,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.19",NULL,"",1,576,25,26,8,2
602,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.2",NULL,"",1,534,2,23,8,1
603,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.201",NULL,"",1,602,21,22,8,2
604,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.202",NULL,"",1,602,19,20,8,2
605,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"2.203",NULL,"",1,602,17,18,8,2
606,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.21",NULL,"",1,602,15,16,8,2
607,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.22",NULL,"",1,602,3,14,8,2
608,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.221",NULL,"",1,607,12,13,8,3
609,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.222",NULL,"",1,607,10,11,8,3
610,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.223",NULL,"",1,607,8,9,8,3
611,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.224",NULL,"",1,607,6,7,8,3
612,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"2.225",NULL,"",1,607,4,5,8,3
613,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3",NULL,"",1,NULL,1,148,87,0
614,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.001",NULL,"",1,613,146,147,87,1
615,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.01",NULL,"",1,613,144,145,87,1
616,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.02",NULL,"",1,613,142,143,87,1
617,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.03",NULL,"",1,613,134,141,87,1
618,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.031",NULL,"",1,617,139,140,87,2
619,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.032",NULL,"",1,617,135,138,87,2
620,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.0321",NULL,"",1,619,136,137,87,3
621,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.04",NULL,"",1,613,132,133,87,1
622,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.05",NULL,"",1,613,130,131,87,1
623,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.1",NULL,"",1,613,108,129,87,1
624,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.11",NULL,"",1,623,127,128,87,2
625,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.12",NULL,"",1,623,125,126,87,2
626,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.13",NULL,"",1,623,123,124,87,2
627,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.14",NULL,"",1,623,109,122,87,2
628,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.141",NULL,"",1,627,120,121,87,3
629,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.142",NULL,"",1,627,118,119,87,3
630,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.143",NULL,"",1,627,112,117,87,3
631,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.1431",NULL,"",1,630,115,116,87,4
632,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.1432",NULL,"",1,630,113,114,87,4
